Scaling,Tracking Loss,Smoothness Loss,Constraint Loss,Total Loss,Constraint RMSE
3.0,1.1255322694778442,0.011097313463687898,0.0,1.136629582941532,0.17697269550291933
4.0,1.4665995836257935,0.014760568737983704,0.0,1.4813601523637772,0.20999990597325854
5.0,1.8131632804870605,0.018395595252513885,0.0,1.8315588757395744,0.24961301436475847
